"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
"11",79228505468.8638,81617703179.6136,75264672645.1299,80018779363.4529,79256939175.4086,79016275280.0947,78122404051.4466,77305519113.5913,58595.1283416178,58756.2468053762,58305.7423774008,58649.45255486,58598.849591066,58582.1351333106,58518.977849124,58460.075772281,1.59158973392362,0.499468553756281,3.64228667291424,1.1754434563392,1.37422734852256,1.58357378639945,1.96170404508398,2.44550368764813,26.0711980354426,27.9678335677993,22.8756119603363,26.7037299730017,26.1392269466361,25.9398722630172,25.2284620722902,24.565661091963
"12",88664707624.3674,91089712717.3347,84607392403.0097,89469918882.6172,88683630924.6459,88435013694.9157,87527161532.1266,86690091517.7195,1174326.6307389,1177093.812438,1169380.80293517,1175258.76418521,1174360.46498329,1174073.3834946,1172992.88327744,1171985.38620027,1.95939189784323,0.607753875093555,4.58504288157745,1.44138689538114,1.69103522009265,1.95083964099033,2.42834353500943,3.04059497584327,32.0929478530624,34.0304026789288,28.7883343929926,32.7432330924962,32.1626100327091,31.9528356937192,31.2257465114951,30.5384231755998
"13",100466885840.128,103167255776.63,95817560678.8177,101376730973.743,100521781292.708,100225060732.918,99211032894.6772,98244389136.4282,42266.3863931405,42347.9870109563,42120.1895114134,42293.9368154295,42267.0391817901,42258.4420845577,42226.6644680037,42196.8182723277,2.71868274897806,0.835050889433824,6.46471130221015,1.99377338146758,2.34763359968581,2.71005545522212,3.38668892765973,4.25365021454259,44.5294484520266,46.7575926598336,40.5909376530532,45.2915194257521,44.6508170818743,44.3881069864711,43.5491188420998,42.7220607466355
"14",109411428906.638,112776979059.034,103425668407.495,110565179730.05,109574559531.947,109174038923.477,107905190728.761,106647723848.968,34311.330616555,34369.2875736965,34204.405307398,34331.1811233628,34312.5378261956,34305.997896595,34283.3719787079,34261.3971062483,3.4689652271232,1.06696856727687,8.19793579213656,2.54601861300415,3.00040357369677,3.46136916972519,4.32289017105524,5.42178622619801,56.8231908931404,59.7448974944755,51.4869002484805,57.8400346198276,57.0703261095225,56.6987443654391,55.593872238866,54.4624486197588
"15",115240807958.527,119483909905.629,107681607521.317,116696766618.377,115538046833.033,115029289388.334,113426856605.608,111834122437.585,31973.076868729,32029.9227247541,31863.4061953828,31992.9311874769,31975.907973639,31968.942791391,31946.5563096682,31923.8771020818,3.77066724331388,1.17080654826728,8.73577597087574,2.77676987878096,3.26782532525881,3.76536193506759,4.68427332812591,5.8513064360543,61.7696361488917,65.5605889553561,54.8766896703488,63.0853851574253,62.1607351488234,61.6827195978258,60.2470605636955,58.7843434980873
"16",121117973693.916,126043920201.763,112558107150.795,122785939389.896,121483996015.034,120925585589.142,119066850755.752,117271484485.039,35444.0991850839,35515.5265235626,35303.7443849079,35469.1610454849,35449.264062039,35440.4084663155,35412.0266941126,35383.0576790202,3.73883959915485,1.17227256849694,8.51669440137046,2.76192265546702,3.24390512614358,3.73520762559346,4.62826281509242,5.76255448523516,61.2488407242659,65.6428635457543,53.5018663172181,62.748505715307,61.7062383077467,61.1893403620229,59.5274202059041,57.8936454786085
"17",134521215264.469,139785558154.688,125614321714.06,136279076044.737,134861370765.476,134301826580.45,132319002745.04,130463346989.086,33365.5300426339,33436.1372249213,33228.9861450568,33390.038749223,33370.9628240424,33362.6619993252,33334.5016139416,33306.5009513295,3.84450774181409,1.20699762384614,8.77069726115279,2.84023290735232,3.33316430297914,3.8395986409664,4.75524672525406,5.923516691949,62.9766503745574,67.5864236575412,55.0884856051702,64.5253520414802,63.4013869976939,62.8962308364313,61.1564975347446,59.5053558917766
"18",152745659047.236,158249065659.073,143490731651.895,154578048846.475,153029933286.651,152454210342.311,150383726443.094,148460658646.37,24827.4660573758,24873.2847039744,24741.6550296682,24843.1403893803,24830.5294535158,24825.4824429754,24807.2710855149,24789.7515139679,4.34157103342399,1.35485898993659,10.0359439673062,3.20051020877182,3.75822103806208,4.33265103185352,5.37939482758311,6.7189133459215,71.1168997638766,75.8653775849913,63.0298680319632,72.7087306286466,71.4847327525164,70.9707727617406,69.1808681935044,67.4921287710253
"19",165437273076.591,171403484010.383,155261063749.799,167439086597.022,165716279118.252,165070190348.419,162825389682.171,160705106454.71,22612.5817479408,22646.7078459109,22549.5617505566,22624.2025052855,22614.4020243254,22610.7087901394,22597.203301629,22584.3369847256,4.90607216421323,1.52732454574907,11.3717846564508,3.61432904037168,4.24450078893911,4.89313814036364,6.08120928696696,7.59896705589865,80.3663253893305,85.5233334252241,71.4270129621444,82.1116831464915,80.7364624397749,80.1544354527241,78.2098523410894,76.3367971218267
"20",172031728415.16,178647000266.694,160660333856.433,174260533866.915,172347553659.166,171617249751.783,169128071369.851,166754341416.071,29452.7760818718,29493.9844173291,29375.4935548861,29466.9168870068,29454.7666483595,29450.1472946361,29433.8242577223,29418.0051573439,5.12666650375984,1.6025520589042,11.7689468857347,3.78267086865783,4.4370327023617,5.11182118436586,6.34214590949237,7.90931038591594,83.983223517808,89.7366986261372,73.9307207118921,85.9385298871345,84.4015572943687,83.7400177186113,81.570013268685,79.4599398317946
