"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103"
"11",0,0,0,0,0,0,0,0,0,0,0.999999992849737,-0.000241576568870055,-0.0105700622280705,-0.0643468879106556,-0.149489150190381,-0.195833296380428,-0.175392046415733,-0.119799355288004,-0.0667995846604603,-0.0318141337521364,-0.0133575422512315,-0.00505904631647694,-0.00175841492414622,-0.000568369486820401,-0.000172627207978656,-4.96781331690814e-05,-1.36373406259543e-05,-3.59100086029628e-06,-9.11240701736107e-07,-2.23704706690793e-07,-5.33064856511755e-08,-1.23646189782639e-08,-2.79860612032253e-09,-6.1942513058124e-10,-1.34317230869348e-10,-2.85813759974544e-11,-5.97686422731107e-12,-1.22988013138512e-12,-2.49316801156282e-13,-4.98411586395472e-14,-9.83504000668515e-15,-1.91725585379089e-15,-3.69513484373357e-16,-7.04574765059061e-17,-1.32997734658525e-17,-2.48674977015653e-18,-4.60808057924866e-19,-8.46679455253478e-20,-1.54320332664324e-20,-2.79133334946358e-21,-5.01245501035863e-22,-8.93908715011071e-23,-1.58373475643084e-23,-2.78837417539817e-24,-4.88003196634479e-25,-8.49205364632519e-26,-1.46970152607236e-26,-2.53030534553445e-27,-4.33449789080828e-28,-7.38950995235855e-29,-1.25396966241369e-29,-2.11851538636352e-30,-3.56388376935843e-31,-5.97080208998213e-32,-9.9638020280466e-33,-1.65639230700163e-33,-2.74350722162912e-34,-4.52803500300501e-35,-7.44778770768126e-36,-1.22098134970057e-36,-1.99527546176538e-37,-3.25053084395559e-38,-5.27966814616134e-39,-8.55068895516882e-40,-1.3809471243854e-40,-2.224190318379e-41,-3.57290597816146e-42,-5.72479795924334e-43,-9.14998442912036e-44,-1.4589265232596e-44,-2.32075490996727e-45,-3.6832956875863e-46,-5.83287676235309e-47,-9.21709914233616e-48,-1.453437041321e-48,-2.28724638856438e-49,-3.59225977256674e-50,-5.63096679489546e-51,-8.81008650578336e-52,-1.37587843711023e-52,-2.14487790275188e-53,-3.33785064468163e-54,-5.18551066747311e-55,-8.04255974987918e-56,-1.24535273798174e-56,-1.92531752912774e-57,-2.97194148199254e-58,-4.58059081344132e-59,-7.04954392414619e-60,-1.08336111727972e-60,-1.66254002128636e-61,-2.54783379843322e-62,-9.96895705336908e-63
"12",0,0,0,0,0,0,0,0,0,0,0,0.999999990029972,-0.000290435677076526,-0.0118614577471143,-0.0690034223043451,-0.154962140574486,-0.197580038851243,-0.1730122985055,-0.115913970261694,-0.0635507149718207,-0.0298159673590564,-0.0123506671682803,-0.00462063353943068,-0.00158806410093909,-0.000508004391926263,-0.000152812340791298,-4.35819142449148e-05,-1.18633405905747e-05,-3.09916527739893e-06,-7.80559327165449e-07,-1.90266785390225e-07,-4.50336631950051e-08,-1.03787950148875e-08,-2.33476867946876e-09,-5.13739136243507e-10,-1.10775449061784e-10,-2.34450190812854e-11,-4.87738125246975e-12,-9.98631964727149e-13,-2.0146570425978e-13,-4.00882227590778e-14,-7.87501289412353e-15,-1.52849742948509e-15,-2.93348260454731e-16,-5.57063113162017e-17,-1.04736460460484e-17,-1.95079359943515e-18,-3.60140036423464e-19,-6.59305149130365e-20,-1.19742518830467e-20,-2.15841168711326e-21,-3.8628511948633e-22,-6.86627686309597e-23,-1.21259360021968e-23,-2.12824201328838e-24,-3.71330601042494e-25,-6.44241231099268e-26,-1.11170858166914e-26,-1.90848117273803e-27,-3.2601145134213e-28,-5.54260242802373e-29,-9.38022098766212e-30,-1.58055130186462e-30,-2.65200011605684e-31,-4.43176762633963e-32,-7.37707449555362e-33,-1.22336708388409e-33,-2.02140450319086e-34,-3.32834848381897e-35,-5.46180167873093e-36,-8.93355705386834e-37,-1.4566041709616e-37,-2.3677306370104e-38,-3.8374209161859e-39,-6.20159977225899e-40,-9.99456795562742e-41,-1.60641354489437e-41,-2.57524822149533e-42,-4.11796851452533e-43,-6.56873021362774e-44,-1.0453102106613e-44,-1.65960175962957e-45,-2.628971151705e-46,-4.15545063906762e-47,-6.55430771596498e-48,-1.03166068761698e-48,-1.62058664857041e-49,-2.54071511195783e-50,-3.97566832896761e-51,-6.20949174184733e-52,-9.68086485041812e-53,-1.50662147025873e-53,-2.34069595646426e-54,-3.63040425907918e-55,-5.62149350864271e-56,-8.69064808600248e-57,-1.34144454479631e-57,-2.06742233544375e-58,-3.18153621771989e-59,-4.88889233018413e-60,-7.50177884388243e-61,-1.14950799913054e-61,-4.49741311272869e-62
"13",0,0,0,0,0,0,0,0,0,0,0,0,0.999999986119854,-0.000348632918933477,-0.013289904524718,-0.0738817181456747,-0.160385393318089,-0.199031983676135,-0.170399112771964,-0.111979972061026,-0.0603657210356316,-0.0278997928523853,-0.0114019085342539,-0.00421364234314953,-0.0014319833504039,-0.00045334356147383,-0.000135061286746217,-3.81742584135831e-05,-1.03040411041464e-05,-2.6705286335078e-06,-6.67577972480019e-07,-1.61574980639357e-07,-3.79854934065528e-08,-8.69834049349421e-09,-1.944774317299e-09,-4.25421813024134e-10,-9.12175874294464e-11,-1.92017725286443e-11,-3.97395817215771e-12,-8.09601703520658e-13,-1.62545136422099e-13,-3.21935410959837e-14,-6.29578210761873e-15,-1.21666951292975e-15,-2.32519840183159e-16,-4.39749133176004e-17,-8.23521259170321e-18,-1.52796649177218e-18,-2.81025685790489e-19,-5.12598329096221e-20,-9.27677238443183e-21,-1.66640337382315e-21,-2.97227331366586e-22,-5.26590140774198e-23,-9.26982143890561e-24,-1.62186329587372e-24,-2.82112342457258e-25,-4.87986239495612e-26,-8.3960698682604e-27,-1.43722942367521e-27,-2.44821856655201e-28,-4.15083136492713e-29,-7.0058749811644e-30,-1.17735882615042e-30,-1.97036560821997e-31,-3.28431314081946e-32,-5.45338954317243e-33,-9.02139399219906e-34,-1.48704332812374e-34,-2.44270533037303e-35,-3.99915131708406e-36,-6.5262404884589e-37,-1.06170413703797e-37,-1.72200167192306e-38,-2.78480970471414e-39,-4.49086121988983e-40,-7.22227919536211e-41,-1.15841998533786e-41,-1.85327504049061e-42,-2.95752995591239e-43,-4.70831779076868e-44,-7.4779100737859e-45,-1.18495475505894e-45,-1.87351998133056e-46,-2.95581145442917e-47,-4.65353160652635e-48,-7.31140450421282e-49,-1.14644925230852e-49,-1.79418606507564e-50,-2.80259665054888e-51,-4.36973608123001e-52,-6.80098039258825e-53,-1.05664475583805e-53,-1.6388770841817e-54,-2.53770839767859e-55,-3.92312732810251e-56,-6.05529382121797e-57,-9.33182004437125e-58,-1.43595697220266e-58,-2.20635564402342e-59,-3.38519115442604e-60,-5.18654967763222e-61,-2.02908789024621e-61
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999980706676,-0.000417832480270782,-0.0148669209612566,-0.0789802891321616,-0.165736970792106,-0.200178786973683,-0.167561044632063,-0.108009089465839,-0.0572500302749278,-0.0260656422339411,-0.0105094518322988,-0.00383644688505199,-0.00128920887135196,-0.000403926934918905,-0.000119184207873749,-3.33849164015892e-05,-8.93559636449656e-06,-2.29755076934866e-06,-5.70050663520598e-07,-1.36993708097034e-07,-3.19899561878454e-08,-7.27848933776429e-09,-1.61737207043273e-09,-3.51732285285322e-10,-7.49944320965157e-11,-1.5701727187954e-11,-3.23277333637693e-12,-6.5531897053385e-13,-1.3093694659506e-13,-2.581285679129e-14,-5.02531721636152e-15,-9.66931960682429e-16,-1.84014434396149e-16,-3.46593935159475e-17,-6.46497892843197e-18,-1.19490042429564e-18,-2.18945490759339e-19,-3.97908559616839e-20,-7.17564242647922e-21,-1.28452146310798e-21,-2.28341517361616e-22,-4.03217630277211e-23,-7.07526713999707e-24,-1.23402186674542e-24,-2.13992627017053e-25,-3.69047282883873e-26,-6.33106112371534e-27,-1.0806366589427e-27,-1.83562048614811e-28,-3.10364348810768e-29,-5.22428755115348e-30,-8.75637732499749e-31,-1.46162335874228e-31,-2.43011883779205e-32,-4.02498484764218e-33,-6.64210728390791e-34,-1.09221816080598e-34,-1.78989990752204e-35,-2.9235809550424e-36,-4.76011130556994e-37,-7.72646509214941e-38,-1.25040361513612e-38,-2.01774828042241e-39,-3.24691493189947e-40,-5.21074592869332e-41,-8.3404618914163e-42,-1.33160689253031e-42,-2.12075578013109e-43,-3.36950021048025e-44,-5.34109940127853e-45,-8.44724375176201e-46,-1.33304931103443e-46,-2.09918495205025e-47,-3.29878404687883e-48,-5.17344836692736e-49,-8.09753420089042e-50,-1.26501118257847e-50,-1.97254276667191e-51,-3.07022170992262e-52,-4.77028432354397e-53,-7.39893528195303e-54,-1.14567948698456e-54,-1.77110301507061e-55,-2.73355911794227e-56,-4.21243929255486e-57,-6.48149758490626e-58,-9.95792901809354e-59,-1.52766996867469e-59,-2.3402987399244e-60,-9.1551298245272e-61
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999973225129,-0.000499969253162803,-0.0166045648823374,-0.0842961514650493,-0.170994159048533,-0.201011326879725,-0.164507644778775,-0.104012982689612,-0.0542086191069173,-0.0243132590099473,-0.00967141169180122,-0.00348745012589294,-0.0011588197746123,-0.000359323375957691,-0.000105005933758381,-2.91499136417196e-05,-7.73654041229217e-06,-1.97351435728466e-06,-4.85995455511841e-07,-1.15967000750055e-07,-2.68978033424738e-08,-6.08069740019991e-09,-1.3429441857588e-09,-2.90343433830604e-10,-6.15583194825232e-11,-1.28191972342077e-11,-2.62563597747376e-12,-5.29591935017065e-13,-1.05307119682312e-13,-2.06638238127305e-14,-4.00483445642971e-15,-7.67231633326807e-16,-1.45395532331668e-16,-2.72737101855488e-17,-5.06718438680505e-18,-9.32946835202345e-19,-1.70307310075409e-19,-3.08387433304968e-20,-5.54155914166391e-21,-9.88575606321508e-22,-1.75141199004883e-22,-3.08257461460355e-23,-5.39164899335695e-24,-9.37429812011214e-25,-1.6206261000457e-25,-2.78653013465146e-26,-4.76633171978568e-27,-8.11223621547945e-28,-1.37411442930313e-28,-2.31694573734975e-29,-3.88954730979707e-30,-6.50200631387556e-31,-1.08250877859208e-31,-1.79522034519957e-32,-2.96598720982403e-33,-4.88253558659241e-34,-8.00944566540788e-35,-1.30946443197402e-35,-2.13387859322799e-36,-3.46639810023102e-37,-5.6139104328482e-38,-9.0651327414928e-39,-1.45963995671026e-39,-2.34379423581349e-40,-3.75346886707005e-41,-5.99544548827464e-42,-9.55255369389719e-43,-1.51830653724771e-43,-2.40753440940522e-44,-3.80880184009153e-45,-6.01222991068763e-46,-9.46981283819343e-47,-1.48844220691958e-47,-2.33470707124161e-48,-3.65482613213355e-49,-5.71028838650246e-50,-8.90488971898163e-51,-1.38611592328698e-51,-2.15373152155109e-52,-3.34059866191539e-53,-5.17269355837866e-54,-7.99626516242365e-55,-1.23410815839437e-55,-1.90165545292084e-56,-2.92576462309362e-57,-4.4946064144698e-58,-6.89451818100092e-59,-1.05606551158405e-59,-4.13099145212089e-60
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999962902321,-0.00059728749099665,-0.0185153952969916,-0.0898247045731306,-0.176133585691822,-0.201521798089089,-0.161249409229051,-0.100003181754216,-0.0512460020961687,-0.0226421125731224,-0.00888584430404365,-0.00316508839168222,-0.00103993820102827,-0.000319129646162408,-9.23651181372567e-05,-2.54110888021646e-05,-6.68758132176739e-06,-1.69244469393687e-06,-4.13666148694517e-07,-9.80092918262951e-08,-2.25797435305811e-08,-5.07182844766429e-09,-1.11328154389697e-09,-2.39282427488345e-10,-5.04479487012882e-11,-1.04489645025389e-11,-2.12908399787239e-12,-4.27296176957312e-13,-8.45575286580162e-14,-1.65152187518863e-14,-3.18643217301848e-15,-6.0779357929002e-16,-1.14696259443548e-16,-2.14272534004959e-17,-3.96520206822618e-18,-7.27245593153654e-19,-1.32260328132481e-19,-2.38621232840834e-20,-4.27269781038093e-21,-7.59586847679084e-22,-1.34119145069577e-22,-2.3528091708445e-23,-4.10203538149694e-24,-7.109739493662e-25,-1.22536612323053e-25,-2.10060549842059e-26,-3.58253996916633e-27,-6.07995692004667e-28,-1.02697985873206e-28,-1.72686711402284e-29,-2.8911462793058e-30,-4.82024738953776e-31,-8.00435609022705e-32,-1.32405807084238e-32,-2.18209332109506e-33,-3.58330660938097e-34,-5.86400791259305e-35,-9.5643990886353e-36,-1.5549746424025e-36,-2.52022195193112e-37,-4.07238785877938e-38,-6.56140941032928e-39,-1.0542012404926e-39,-1.68914555738516e-40,-2.6993845639615e-41,-4.30280670730114e-42,-6.84166747754919e-43,-1.08524373288715e-43,-1.71742800371317e-44,-2.7117217096469e-45,-4.27223521498565e-46,-6.71638524060779e-47,-1.05368857398815e-47,-1.6497188385553e-48,-2.57781855821812e-49,-4.02033566800248e-50,-6.25837738848092e-51,-9.72459894013419e-52,-1.50838572039229e-52,-2.3356263302966e-53,-3.61046629169686e-54,-5.57198911313725e-55,-8.58542198744307e-56,-1.32079135438701e-56,-2.02882288742862e-57,-3.11176644213731e-58,-4.76582222402532e-59,-1.86410690953303e-59
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999948683547,-0.000712383892451994,-0.0206124220846641,-0.0955596162759008,-0.1811313511562,-0.20170379907358,-0.157797721932288,-0.0959910262969852,-0.0483662242557153,-0.0210514135754771,-0.00815075947534649,-0.00286783545911112,-0.000931729219973613,-0.00028296933848682,-8.11134153971263e-05,-2.21156559375294e-05,-5.7714096773748e-06,-1.44903618439978e-06,-3.51526691936401e-07,-8.26971659997258e-08,-1.89239479547689e-08,-4.22343941272933e-09,-9.21388112746445e-10,-1.96879343482342e-10,-4.12753550577429e-11,-8.50307926408059e-12,-1.72362040382869e-12,-3.44197095414522e-13,-6.77855896406514e-14,-1.31779701746717e-14,-2.5311351653543e-15,-4.8070237141055e-16,-9.03312451840216e-17,-1.6806579705663e-17,-3.0978079481031e-18,-5.65973178233227e-19,-1.02545463323162e-19,-1.84336801443595e-20,-3.28899287895283e-21,-5.82687272873761e-22,-1.02537750080978e-22,-1.79287644111125e-23,-3.11578686706583e-24,-5.38343117332269e-25,-9.24995158710245e-26,-1.58094150514138e-26,-2.68836587391619e-27,-4.54936692109025e-28,-7.66287077748337e-29,-1.28496862820191e-29,-2.14551533227483e-30,-3.56764652492962e-31,-5.90897189473638e-32,-9.74960125153656e-33,-1.60275786111708e-33,-2.62550635241639e-34,-4.28624691213129e-35,-6.97448624037761e-36,-1.13127311275671e-36,-1.82932003842958e-37,-2.94932979417462e-38,-4.741444331193e-39,-7.60136964016377e-40,-1.2153607822637e-40,-1.93814940288239e-41,-3.0829946050081e-42,-4.89209618349029e-43,-7.7443622736423e-44,-1.22313706439979e-44,-1.92749121479187e-45,-3.03085584404326e-46,-4.75576461272096e-47,-7.44703018674315e-48,-1.16379910353981e-48,-1.8152168734775e-49,-2.82590226449723e-50,-4.39122307986318e-51,-6.81136879670977e-52,-1.0546875268602e-52,-1.63032043356997e-53,-2.51594062763003e-54,-3.87635801167801e-55,-5.96294246240622e-56,-9.15855908124621e-57,-1.40455721925265e-57,-2.15086359176074e-58,-8.41229855534145e-59
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999929132291,-0.000848255400592176,-0.0229090423952293,-0.101492714267007,-0.185963172894339,-0.201552410839792,-0.154164790320904,-0.0919876072850448,-0.04557285648412,-0.0195401301485804,-0.00746413225765279,-0.00259420616931509,-0.000833400525192622,-0.000250491779948591,-7.11146795055916e-05,-1.92157901004884e-05,-4.97252071416137e-06,-1.23858508473197e-06,-2.98228058958917e-07,-6.96619893686085e-08,-1.58338437739433e-08,-3.51115378797765e-09,-7.61310940489924e-10,-1.6172284378239e-10,-3.37147539296731e-11,-6.90813906578136e-12,-1.39306803669755e-12,-2.76800751877989e-13,-5.42505749572326e-14,-1.04977102249362e-14,-2.00727958260228e-15,-3.79558124260901e-16,-7.10245694217465e-17,-1.31605501286901e-17,-2.41615908527953e-18,-4.39736456679551e-19,-7.93752631142072e-20,-1.42166371858806e-20,-2.52758377374926e-21,-4.46247194423283e-22,-7.8263391081665e-23,-1.36394195058608e-23,-2.36275098732827e-24,-4.06955115767174e-25,-6.97099739246949e-26,-1.18787016656986e-26,-2.01403759811182e-27,-3.39846889505471e-28,-5.70824950928835e-29,-9.54570482567779e-30,-1.58955313402193e-30,-2.63618679326017e-31,-4.35491134382566e-32,-7.16718385456939e-33,-1.17528821597266e-33,-1.92054305020125e-34,-3.12781957488183e-35,-5.0774847142892e-36,-8.21662543813271e-37,-1.32563042658145e-37,-2.13245272830491e-38,-3.42062956524622e-39,-5.47194913137914e-40,-8.73022087729099e-41,-1.38928585440471e-41,-2.20534004207192e-42,-3.49228663647627e-43,-5.51729118411948e-44,-8.69668187237906e-45,-1.36779674834225e-45,-2.14663040351079e-46,-3.36191689629278e-47,-5.25455362179871e-48,-8.1964911315866e-49,-1.27610545247259e-49,-1.98305075727202e-50,-3.07603394026948e-51,-4.76298223959799e-52,-7.36236048107496e-53,-1.13612064440551e-53,-1.75032764499724e-54,-2.69227471579917e-55,-4.13467579501967e-56,-6.34018537012183e-57,-9.7077058282546e-58,-3.79652717236058e-58
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999902295823,-0.0010083519726713,-0.0254189625671751,-0.107613885918915,-0.190604541782697,-0.201064266134607,-0.150363574265049,-0.0880037110947757,-0.0428689941000549,-0.0181070048260895,-0.00682391410256598,-0.00234275957790466,-0.00074420194497232,-0.000221370912249771,-6.22441875469138e-05,-1.66682361293932e-05,-4.27704948763522e-06,-1.05692808413406e-06,-2.52587394613319e-07,-5.85833355364351e-08,-1.32261652025258e-08,-2.91411315991132e-09,-6.27992581773505e-10,-1.32621997017415e-10,-2.74930009745291e-11,-5.60297768109474e-12,-1.12402509006992e-12,-2.22228782291094e-13,-4.33455271584643e-14,-8.34859930553858e-15,-1.58918103414595e-15,-2.99194286304101e-16,-5.57509405967969e-17,-1.02882551136268e-17,-1.88134974387591e-18,-3.41084568834636e-19,-6.13376143842241e-20,-1.09459809920085e-20,-1.93919356301496e-21,-3.41183831356243e-22,-5.96357267397187e-23,-1.03589178857471e-23,-1.78871496685932e-24,-3.07119106987335e-25,-5.24473268180182e-26,-8.91035742998068e-27,-1.50632869846267e-27,-2.53447849099088e-28,-4.24509458111516e-29,-7.07940003676967e-30,-1.17568628950147e-30,-1.94465926842677e-31,-3.20420053619382e-32,-5.25996934811219e-33,-8.60386969687113e-34,-1.40251655579178e-34,-2.27865815992872e-35,-3.69026882357723e-36,-5.95789014168944e-37,-9.59021210336708e-38,-1.53924752465855e-38,-2.46362391372417e-39,-3.93246827447493e-40,-6.26063264909048e-41,-9.94188997455743e-42,-1.5748940343818e-42,-2.48884444577112e-43,-3.92409150839815e-44,-6.17312423777107e-45,-9.68999835551605e-46,-1.51782691037427e-46,-2.3726111849107e-47,-3.70136163413755e-48,-5.76303032761542e-49,-8.95607218765901e-50,-1.38925989902907e-50,-2.15114518350711e-51,-3.32503717667134e-52,-5.13077916558885e-53,-7.90403596740683e-54,-1.21565766528627e-54,-1.86675722646782e-55,-2.86216905065547e-56,-4.38177160524239e-57,-1.71351131124548e-57
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999865524944,-0.00119663453110692,-0.0281561044164631,-0.113910988511127,-0.195030889843284,-0.20023760806749,-0.146407708971259,-0.0840497663925852,-0.0402572584102276,-0.0167505720227555,-0.00622804349109447,-0.00211210165206093,-0.000663424783711816,-0.000195304158527777,-5.43878896830997e-05,-1.44339402172595e-05,-3.6726184322048e-06,-9.00386323953801e-07,-2.13569241161588e-07,-4.91831316092674e-08,-1.10292349982142e-08,-2.4144979014932e-09,-5.17143197357891e-10,-1.0857344469272e-10,-2.23814469763938e-11,-4.5367053462644e-12,-9.05406364982498e-13,-1.78113651634953e-13,-3.45738778141758e-14,-6.62821388601987e-15,-1.25603788683677e-15,-2.3544645686959e-16,-4.36877469742729e-17,-8.02921829734527e-18,-1.46243782519771e-18,-2.64116498332298e-19,-4.73186606797795e-20,-8.4134934117624e-21,-1.48525363177192e-21,-2.60414549525948e-22,-4.53647195625968e-23,-7.85410591754313e-24,-1.35184901336056e-24,-2.3138277228722e-25,-3.93926914866839e-26,-6.67244705037844e-27,-1.12469764771088e-27,-1.88693865082718e-28,-3.15163310373998e-29,-5.24141764676619e-30,-8.68103920293901e-31,-1.43210452049555e-31,-2.35355265613332e-32,-3.85373405975521e-33,-6.28792173101022e-34,-1.02248231786439e-34,-1.65722136134433e-35,-2.67751087624503e-36,-4.31276060769481e-37,-6.92624454372356e-38,-1.10917832695905e-38,-1.77135919813621e-39,-2.82131945525999e-40,-4.48203322625127e-41,-7.10248215491486e-42,-1.12277044681388e-42,-1.77071833975177e-43,-2.78622514664357e-44,-4.37441831436501e-45,-6.85314151026272e-46,-1.07139861484293e-46,-1.67159103339991e-47,-2.6028615603113e-48,-4.04517855905391e-49,-6.27498174086699e-50,-9.71621305884149e-51,-1.50180028273773e-51,-2.31727677369609e-52,-3.5695496503615e-53,-5.48955605523213e-54,-8.42882609408755e-55,-1.29217153476167e-55,-1.97793930532249e-56,-7.73422396502124e-57
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999815232815,-0.00141763824364647,-0.0311344948261118,-0.120369772063302,-0.199217768173938,-0.199072337197245,-0.142311422438665,-0.080135794226761,-0.0377398012217436,-0.0154691759248825,-0.00567445599773473,-0.00190088752810284,-0.000590401011872549,-0.000172011283843289,-4.74416870287761e-05,-1.24777037708285e-05,-3.14819666545031e-06,-7.6571446716591e-07,-1.8026866671015e-07,-4.12204540443873e-08,-9.18145158241019e-09,-1.99710897420022e-09,-4.25129879490136e-10,-8.87332076486034e-11,-1.81889941984568e-11,-3.66704943635541e-12,-7.28057352038451e-13,-1.42511076051447e-13,-2.75300124239716e-14,-5.25332079474528e-15,-9.91029578042757e-16,-1.8496328664927e-16,-3.4176029693181e-17,-6.25546094963711e-18,-1.13485348291428e-18,-2.04166037774493e-19,-3.64411872176449e-20,-6.45583674073934e-21,-1.13562408809083e-21,-1.98425077558061e-22,-3.44496215833461e-23,-5.94475044073173e-24,-1.01992854509784e-24,-1.74024227640277e-25,-2.95367333819688e-26,-4.98803689704114e-27,-8.3831325705676e-28,-1.40243086634126e-28,-2.33581502151525e-29,-3.8739640851045e-30,-6.39891722293271e-31,-1.0528352670831e-31,-1.72576898823506e-32,-2.81860864853532e-33,-4.5874879940266e-34,-7.44145957728321e-35,-1.20319599627958e-35,-1.93936250077322e-36,-3.11654013361804e-37,-4.993694161386e-38,-7.97900609718232e-39,-1.27143268997734e-39,-2.02066263392656e-40,-3.20321752997494e-41,-5.0653080301885e-42,-7.99070538061116e-43,-1.25763822167704e-43,-1.97491223113703e-44,-3.09449735359189e-45,-4.8384939989298e-46,-7.54978220811908e-47,-1.17567694870166e-47,-1.82723805348431e-48,-2.83451656311701e-49,-4.38896237946984e-50,-6.78367557468085e-51,-1.04666849468984e-51,-1.61218108966394e-52,-2.47912281720589e-53,-3.8060987435614e-54,-5.83414749997568e-55,-8.92908606582416e-56,-3.49121438413631e-56
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999746573005,-0.00167654119814053,-0.0343681376780242,-0.126973817007429,-0.203141033772869,-0.197570046226536,-0.138089448155126,-0.0762713617094547,-0.0353183121865245,-0.0142609886492716,-0.00516109375396016,-0.00170782334527852,-0.000524502321083766,-0.000151233256414828,-4.13107386148083e-05,-1.07678589843594e-05,-2.69397039806003e-06,-6.500544490626e-07,-1.51896129764119e-07,-3.4486910047591e-08,-7.62995938357852e-09,-1.64900363816992e-09,-3.48881035538706e-10,-7.23925150963402e-11,-1.47561862433274e-11,-2.95895169983601e-12,-5.84430079332081e-13,-1.13826911127139e-13,-2.18831401397962e-14,-4.15638959698074e-15,-7.80576393738234e-16,-1.45052035666568e-16,-2.66887656430496e-17,-4.86508338960313e-18,-8.79117849581977e-19,-1.57549268120739e-19,-2.80154440656674e-20,-4.94508361044311e-21,-8.66789194058511e-22,-1.5092903393958e-22,-2.61153349621091e-23,-4.49174839676194e-24,-7.68168023187226e-25,-1.30657194689771e-25,-2.21082410160504e-26,-3.72236621885624e-27,-6.23766147067605e-28,-1.04051911428946e-28,-1.72816880003972e-29,-2.85829686765518e-30,-4.70853915712025e-31,-7.72664666056039e-32,-1.26324131618225e-32,-2.0579401423862e-33,-3.34108614795424e-34,-5.40636505449111e-35,-8.72041499885787e-36,-1.40227006758853e-36,-2.24820037289207e-37,-3.59410681173916e-38,-5.72982210508701e-39,-9.11013955276816e-40,-1.44470866345178e-40,-2.28529733405122e-41,-3.60617243882907e-42,-5.67706914357419e-43,-8.91675614801466e-44,-1.39741149412198e-44,-2.18526867203212e-45,-3.41016689058356e-46,-5.31083350114987e-47,-8.25450230376165e-48,-1.28051335497495e-48,-1.9827375026287e-49,-3.06447561395773e-50,-4.72800611824928e-51,-7.28200615403037e-52,-1.11968189655738e-52,-1.71880883571326e-53,-2.63431556524256e-54,-4.03118413255584e-55,-1.57603922474529e-55
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999653010782,-0.00197923843141646,-0.0378708673176726,-0.133704488956092,-0.20677704374229,-0.195734041559896,-0.133756933778301,-0.0724655396330072,-0.0329940288433594,-0.0131240285309614,-0.00468591428261085,-0.00153166767360637,-0.000465139060849654,-0.000132731116008082,-3.59087983215974e-05,-9.2759654809318e-06,-2.30122381576851e-06,-5.50893557375681e-07,-1.27763925278842e-07,-2.88025456261907e-08,-6.32948215533186e-09,-1.35917863867889e-09,-2.8580391383218e-10,-5.89571152393647e-11,-1.19501855194792e-11,-2.38338423989018e-12,-4.68311264519073e-13,-9.07562114210951e-14,-1.73639270165723e-14,-3.28271857372463e-15,-6.13732731708919e-16,-1.13552630229062e-16,-2.08051304805801e-17,-3.77708132658012e-18,-6.79813018626936e-19,-1.21362455678439e-19,-2.14999564418871e-20,-3.78120144107484e-21,-6.60431010039469e-22,-1.1459986386259e-22,-1.97624972010683e-23,-3.38791332619265e-24,-5.77534295134433e-25,-9.79246481258231e-26,-1.65188950546756e-26,-2.7729600650889e-27,-4.63310714767523e-28,-7.70643890023177e-29,-1.27634755087307e-29,-2.10520383546667e-30,-3.45860493428584e-31,-5.66052557091724e-32,-9.23049642426739e-33,-1.49991197715183e-33,-2.42904456594919e-34,-3.92091731138219e-35,-6.30918125446677e-36,-1.01213725252476e-36,-1.61894607439789e-37,-2.58223102417203e-38,-4.10741472893866e-39,-6.51616033587456e-40,-1.03110245202252e-40,-1.62754898822652e-41,-2.56284413814829e-42,-4.02622763131807e-43,-6.31092658312827e-44,-9.87042604151422e-45,-1.54047494752062e-45,-2.39925349566613e-46,-3.72928886759793e-47,-5.78533962409892e-48,-8.95794041479403e-49,-1.38447946712386e-49,-2.13592282717093e-50,-3.28947102904356e-51,-5.05740818804302e-52,-7.76266002443805e-53,-1.18957598621573e-53,-1.82008060039272e-54,-7.11523098090002e-55
